mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,spectral_centroid,chroma,label
-225.74786,88.3288,-13.41144,36.93807,-30.134794,-9.173047,-8.554851,-26.706745,-21.057493,-17.40891,-14.26989,-14.055122,-9.157696,0.12405887726814516,1548.8373023289191,0.31347948,spoof
-250.60538,75.12134,-9.84593,39.397335,-28.07401,-9.213274,-10.786636,-22.618738,-17.201118,-15.466916,-12.160324,-14.384867,-7.6977763,0.14692540322580644,1907.1768799981446,0.31090662,spoof
-242.57402,100.65839,-6.497617,15.524939,-9.986779,-24.85545,-30.09169,-28.971216,-13.400454,-11.945588,-12.2900505,-6.806506,-8.450746,0.16515997023809523,1577.6835765252767,0.28369036,spoof
-236.59065,114.47121,-20.561367,33.070393,-18.48443,-27.693724,-25.972279,-30.81379,-12.245804,-15.631726,-14.7263365,-10.777171,-8.507712,0.08941012709888059,1174.880836356573,0.2609006,spoof
-267.32214,76.17565,2.5585485,42.585766,-14.28963,-28.610035,-24.66606,-21.418547,-12.741642,-16.195225,-9.440366,-6.1987786,-7.2673993,0.16025571469907407,1603.8347100293631,0.29352123,spoof
-252.13101,110.846924,-11.528933,16.447212,-14.749804,-22.766708,-28.531448,-30.863867,-12.027911,-12.483585,-11.206085,-6.1928806,-8.156165,0.13049741526741293,1374.622160253866,0.29017553,spoof
-240.09163,66.95414,-18.194225,35.43338,-23.815687,-22.11759,-24.22,-24.869593,-6.7591753,-11.629358,-5.5476785,-5.6049895,-7.309439,0.13626231317934784,1754.9325334845955,0.3203683,spoof
-223.1154,98.405846,-4.415062,24.704542,-16.204931,-30.30013,-30.313618,-27.35995,-14.259791,-12.914692,-9.922077,-4.829552,-5.98869,0.15346875,1525.6808282714176,0.29056245,spoof
-278.32355,71.86295,-7.72953,20.992565,-14.274131,-20.560173,-21.52196,-19.68281,-9.871602,-12.938177,-9.1007805,-6.711518,-8.966221,0.19910807291666666,2064.461446290177,0.33450732,spoof
-262.54477,99.69061,-17.898445,18.466248,-13.138936,-23.36819,-28.86966,-26.308506,-6.5520573,-14.147822,-14.958167,-9.322169,-6.654003,0.14800262451171875,1501.7718927685619,0.31189474,spoof
-229.76631,102.23032,-12.535817,37.173725,-21.808756,-23.799294,-30.798174,-32.43971,-15.361605,-18.145899,-12.628302,-8.756369,-9.255534,0.10720076650943396,1374.695666725087,0.27440327,spoof
-275.4685,96.29714,-20.06076,15.189932,-19.746971,-20.612272,-24.887657,-23.62042,-7.5870733,-11.231628,-10.6906395,-10.350926,-8.952284,0.15412109375,1801.7056713020272,0.30154705,spoof
-242.23914,133.20712,-23.784388,12.111936,-25.161407,-18.738007,-23.772253,-34.93752,-13.787365,-12.267277,-13.293285,-9.039017,-8.533333,0.070343017578125,1012.1033255310398,0.26554307,spoof
-229.04709,75.59658,-14.403878,27.667322,-16.379883,-27.068333,-27.841492,-23.751219,-8.85537,-16.646807,-10.492946,-4.9584513,-8.933438,0.19283889938186813,1950.5106083695962,0.28784382,spoof
-228.41838,100.58002,-17.26029,24.511908,-9.437484,-27.139324,-30.690687,-26.80559,-10.622159,-15.559847,-13.05656,-6.116848,-9.088466,0.12668328536184212,1458.7181885360237,0.28872064,spoof
-222.67986,123.953995,-36.25734,12.535959,-10.217822,-27.482523,-33.34102,-30.938387,-9.201454,-13.701924,-9.344195,-5.8007765,-10.735517,0.11871127424568965,1359.918291544877,0.2744929,spoof
-241.23836,92.08111,-1.0483727,36.453823,-22.3442,-25.830408,-24.097504,-33.262257,-15.293665,-13.651661,-11.0833235,-9.107903,-7.586208,0.15159490610986548,1626.4088567400083,0.28450555,spoof
-260.60712,101.377075,5.311554,40.189137,-34.203278,-19.23523,-16.24686,-38.04435,-16.22027,-13.35026,-12.168906,-15.1338415,-9.425898,0.07752821180555555,1221.9584248825036,0.23726572,spoof
-225.20734,97.07295,-1.3674303,30.355156,-19.392918,-29.591236,-29.308657,-31.06013,-15.493456,-15.075885,-11.142124,-5.127617,-7.42925,0.15699846031021897,1566.846134687304,0.28622577,spoof
-270.40573,96.84525,-14.124852,32.17464,-20.251835,-18.905266,-23.288073,-28.7505,-7.1586294,-12.329378,-11.616472,-11.369784,-6.3670683,0.08766030365566038,1294.6047134302648,0.3378709,spoof
-212.88954,121.017265,-37.16445,8.237844,-27.619312,-16.590317,-28.372295,-35.014454,-4.9370084,-11.008287,-8.51419,-9.879545,-7.175231,0.10193810096153846,1272.9256226091095,0.28630212,spoof
-239.35512,103.624115,-21.035458,19.85078,-26.367378,-16.375006,-23.208849,-35.374687,-9.499737,-11.660496,-8.303323,-11.603536,-8.106576,0.11815215320121951,1482.3242732809704,0.2999887,spoof
-220.96867,105.54849,-8.981289,32.18279,-18.606148,-29.729557,-27.596378,-29.815548,-14.04813,-14.488326,-9.8414545,-5.0993133,-7.7309933,0.12523427635732323,1377.7507682044447,0.29036394,spoof
-254.09912,88.343864,-11.608661,12.643057,-11.933404,-20.92024,-25.617336,-24.59376,-8.47642,-11.14102,-10.173011,-7.686738,-11.117635,0.18734305245535715,1926.6367889233775,0.30532914,spoof
-220.24173,121.40113,-37.650936,29.251682,-31.483578,-21.214567,-20.58342,-33.395054,-6.589375,-14.138336,-10.442635,-13.921977,-8.55453,0.06346081149193548,1026.3504483257964,0.24516961,spoof
-232.2113,97.735,-22.51881,23.820332,-13.375696,-22.593884,-26.971317,-27.340076,-8.288794,-11.729906,-9.125016,-7.919942,-10.592627,0.145849609375,1632.8400772112063,0.2919218,spoof
-231.16302,114.31816,-22.0458,27.677162,-21.696033,-20.777504,-21.863548,-32.86168,-12.093139,-13.197013,-7.9185205,-11.100206,-9.253933,0.0872802734375,1180.0066784433373,0.28041866,spoof
-243.5095,95.155655,-7.9244065,17.949957,-15.0726595,-22.580202,-28.470604,-31.126997,-11.73268,-12.656399,-13.787035,-7.386534,-7.7013288,0.1680475050403226,1694.043409283505,0.29774526,spoof
-291.52286,76.55692,8.340131,34.37374,-13.257699,-23.95426,-27.967264,-24.170738,-12.014134,-14.606803,-12.01654,-7.8669333,-7.73058,0.14960007440476192,1648.2916424588243,0.33963147,spoof
-235.4386,78.65816,4.007208,34.520584,-14.547414,-28.671764,-27.98614,-26.35289,-15.905544,-17.826593,-11.061605,-3.484437,-6.4133554,0.17798978365384616,1716.868027695597,0.29787028,spoof
-241.19926,85.18511,-0.78915054,27.002188,-17.370747,-21.241264,-26.702013,-28.56414,-11.905907,-15.662453,-13.832494,-8.707633,-6.3007274,0.16898148148148148,1688.3520359480567,0.2714728,spoof
-268.94812,113.58701,-29.906174,30.900005,-19.813162,-27.82171,-26.36545,-27.288336,-7.5990653,-15.8455105,-11.362288,-10.465734,-7.253157,0.08206435381355932,1199.6535050694772,0.29934627,spoof
-240.87288,97.03148,-2.3661149,26.923685,-19.651749,-26.133053,-27.899601,-31.409584,-14.313353,-14.146928,-11.099494,-4.5909324,-6.7845755,0.14877393769054878,1541.0906830430442,0.29814073,spoof
-240.6789,87.48771,-0.0060439,27.396538,-16.973228,-27.53391,-28.548601,-28.914516,-15.596604,-13.785118,-11.551489,-5.414267,-5.1687307,0.1780788214631783,1658.8351500150889,0.29871,spoof
-245.29149,106.99758,-9.843653,30.248455,-25.076126,-27.234592,-24.518831,-31.814041,-15.292313,-13.975116,-9.6210985,-6.527894,-7.831946,0.11695731026785715,1426.9823792160564,0.28588274,spoof
-266.45914,87.61705,-16.058752,28.464655,-19.560293,-23.196148,-26.827463,-26.443537,-7.2726994,-12.490825,-6.822455,-6.9823728,-7.6320286,0.12331592793367346,1535.5491579919901,0.349329,spoof
-231.4716,102.120804,-14.889862,29.561525,-24.52297,-22.054052,-18.954252,-32.01624,-11.941301,-14.148143,-10.117431,-10.789949,-9.236912,0.12235814144736842,1453.8999799598269,0.26304987,spoof
-232.83011,95.71232,-2.0561132,32.096035,-20.07228,-29.459505,-29.008976,-32.31955,-15.950946,-13.16138,-11.046261,-5.8197603,-6.3590503,0.15648336971507354,1576.4052114300364,0.291579,spoof
-218.17352,106.04273,-31.752037,39.21261,-25.593203,-24.062473,-24.400139,-27.7451,-11.125164,-17.318398,-9.834083,-13.729945,-7.7942286,0.08501519097222222,1148.1516983441857,0.25038734,spoof
-256.5733,105.68978,-13.418493,29.086634,-17.199194,-25.15137,-27.80107,-26.020123,-10.988788,-14.079636,-11.562036,-8.55743,-8.267282,0.09978763640873016,1268.0895147828235,0.27756223,spoof
-259.9007,51.32325,5.867994,49.00064,-25.272642,-20.73363,-20.824492,-27.38599,-13.366892,-15.581611,-9.370707,-7.393442,-10.448483,0.16368558114035087,1869.352633371492,0.29354578,spoof
-251.67467,109.043335,-21.4069,40.908382,-21.004839,-28.38691,-23.112509,-27.641485,-11.853391,-14.758931,-10.752022,-12.665541,-9.51685,0.08723366477272727,1229.321128773122,0.30879444,spoof
-254.53662,85.62595,0.14840762,38.23359,-14.5967455,-29.580124,-28.6663,-28.391386,-15.270192,-14.809101,-9.773668,-4.728591,-4.822162,0.13550313313802084,1523.5860687196557,0.28196156,spoof
-228.0487,96.464226,-9.526261,28.114775,-19.64062,-25.69047,-27.5956,-28.954277,-12.160514,-15.441953,-12.395355,-8.226621,-9.645269,0.15127973414179105,1605.8734580678677,0.278039,spoof
-226.77563,107.82617,-5.8493996,30.669422,-21.795769,-26.886335,-26.458958,-35.272724,-17.299505,-13.437451,-10.986194,-7.0848165,-6.489193,0.11102013221153846,1325.8707551395069,0.28478426,spoof
-246.31616,113.67237,-19.662733,36.474644,-17.345121,-25.89445,-27.862621,-33.9636,-11.219648,-14.092843,-10.870157,-9.247349,-7.574372,0.088623046875,1130.9942938731308,0.27760133,spoof
-239.30206,99.01081,-19.231524,39.228268,-21.609262,-28.809391,-26.349504,-26.978907,-11.91974,-15.527107,-7.623525,-9.206596,-9.245913,0.1037991431451613,1364.3508931971135,0.2933814,spoof
-245.31508,85.77143,12.9008255,50.073483,-19.05997,-29.901089,-24.148972,-32.51471,-21.00703,-17.71166,-13.424964,-9.279601,-6.9812784,0.14338262648809524,1581.6457468286967,0.28139982,spoof
-221.33868,113.77662,-27.279352,52.79926,-28.060387,-36.602703,-26.80333,-31.724663,-15.078392,-18.217611,-9.891296,-10.86397,-7.7617655,0.08547447467672414,1124.3316088617287,0.2580085,spoof
-263.34515,96.59645,-3.0095742,25.084383,-19.017395,-18.30972,-18.938313,-25.152382,-11.92346,-10.825111,-10.433891,-8.974208,-7.980549,0.09710693359375,1405.0960766328483,0.33376455,spoof
-213.95386,95.8296,-22.53751,31.825897,-17.549969,-29.949427,-27.350697,-21.904242,-9.605734,-16.071436,-10.101923,-7.4108596,-8.600441,0.1193881100171233,1453.2398369473299,0.28898215,spoof
-263.69464,126.38977,-32.165943,13.361754,-9.152214,-24.309212,-29.118656,-26.361668,-8.469724,-13.868572,-12.725434,-8.313761,-9.760404,0.07715594951923077,1070.002814196721,0.31511885,spoof
-219.95018,104.775955,-15.868113,47.03842,-29.73924,-31.115776,-24.815943,-37.47696,-16.913874,-16.336012,-9.912268,-10.28249,-7.9524913,0.12041418331185567,1331.7912300410599,0.24556017,spoof
-229.51105,106.222885,-9.285877,41.152645,-20.48171,-30.695147,-25.676464,-26.350527,-13.753587,-16.041723,-11.19034,-7.4504166,-7.349265,0.10048828125,1291.8560820950245,0.28824043,spoof
-238.7714,97.990814,-2.863756,28.728016,-21.492882,-25.34536,-29.125645,-31.564611,-15.440599,-14.915645,-12.219204,-6.627001,-6.6456985,0.14412615740740742,1526.7398677175577,0.28420958,spoof
-255.445,115.275665,-24.760265,32.376747,-21.806849,-33.601696,-28.776693,-26.342365,-9.823773,-14.002153,-9.28446,-6.349542,-8.581985,0.10305564990942029,1260.4246438930895,0.29329827,spoof
-227.31393,103.529816,-20.03057,34.945618,-25.715714,-26.223806,-22.747433,-32.533276,-12.164517,-14.009009,-8.163144,-9.045693,-7.363462,0.12149850945723684,1448.1183794393487,0.26143283,spoof
-251.50394,103.857704,-6.9899673,23.882298,-15.7751045,-22.905972,-31.16778,-35.372883,-13.895575,-16.016,-14.169246,-7.9121704,-8.532477,0.14590541294642856,1415.371522843029,0.26880205,spoof
-250.89146,100.45011,-5.8395925,29.567936,-20.919024,-28.262321,-28.400753,-32.162197,-13.915582,-13.954643,-10.798557,-6.9550467,-8.859224,0.1461181640625,1498.4020749107303,0.269675,spoof
-224.17383,108.22616,-14.081604,32.328648,-25.10058,-25.111658,-24.569487,-30.655436,-11.604443,-14.614897,-13.003064,-8.4913845,-7.9754925,0.11819661458333333,1390.1439366330028,0.26988536,spoof
-259.1557,109.06289,-21.145372,30.122509,-9.748052,-29.249947,-35.690353,-25.6752,-10.58579,-17.884047,-12.239158,-6.6489015,-9.73039,0.11020951704545455,1276.7172657883198,0.26992294,spoof
-242.04858,116.902824,-6.915962,20.238668,-23.648443,-18.15984,-21.964308,-35.26274,-13.8453455,-12.039938,-12.068802,-9.667421,-8.055635,0.08569834183673469,1088.9731267209847,0.28368503,spoof
-281.80252,117.43859,-6.528299,23.683067,-17.418404,-17.369452,-21.874594,-31.582415,-13.028726,-15.105238,-11.787584,-10.71758,-8.064442,0.08100043402777778,1102.1181082743715,0.29131952,spoof
-230.7503,114.61866,-17.660282,33.322346,-21.771152,-30.152424,-28.715971,-30.239403,-13.93801,-15.145452,-11.643099,-7.808218,-7.3783255,0.097412109375,1188.7040258959867,0.2628215,spoof
-243.00119,84.02153,-2.2718704,27.168396,-14.917626,-26.783216,-28.687902,-28.641815,-12.603127,-14.286667,-9.830808,-4.547839,-7.688223,0.18036777533373785,1827.2116267244498,0.2872722,spoof
-235.1988,56.921833,17.758926,27.955853,-14.628143,-21.664076,-25.98003,-23.366533,-14.554312,-16.031214,-12.026799,-7.7848973,-8.687379,0.24973763992537312,2339.4530179072003,0.29852876,spoof
-276.5647,99.51854,-7.0432143,25.31107,-17.294874,-20.768326,-24.224123,-30.834478,-10.786811,-12.225373,-11.970983,-7.891091,-8.164812,0.12452300848988439,1421.3913872330806,0.28683355,spoof
-213.63264,106.3386,-8.68773,44.307766,-29.374456,-27.730968,-26.234434,-36.59807,-18.303102,-17.886042,-11.733495,-10.998124,-5.8168645,0.092041015625,1268.212449178557,0.24552645,spoof
-240.44731,101.60814,-26.979698,26.355999,-20.657036,-27.84946,-24.845345,-27.657917,-7.5225773,-11.576001,-10.567251,-11.070776,-8.938742,0.11248405612244898,1410.143223148891,0.27470767,spoof
-214.35347,98.46944,-6.9111295,37.541092,-22.568405,-29.222675,-30.301508,-30.568577,-15.381878,-14.700793,-12.720154,-8.688093,-5.549659,0.12526407047193877,1452.975263609744,0.26854637,spoof
-223.0435,89.446686,-7.850003,25.88067,-16.837463,-30.689915,-30.859764,-26.491823,-10.554384,-14.250061,-11.007569,-5.7119985,-9.434759,0.18952065325797873,1800.1992833811946,0.2896055,spoof
-253.15933,74.128494,5.5805464,35.798367,-13.134847,-31.992708,-26.632633,-23.556196,-15.654546,-18.702868,-13.554379,-4.859578,-9.922385,0.19401633522727274,1859.1231680094882,0.268282,spoof
-270.44135,85.278244,-3.1015434,9.888788,-15.5247555,-16.65002,-24.565794,-29.506573,-9.984087,-9.816323,-9.824594,-6.4160805,-7.7088237,0.18965828518907563,1847.735582244515,0.32015836,spoof
-347.84082,117.813194,-7.9556384,23.848183,-15.70338,-19.974754,-23.682882,-28.330465,-12.336043,-14.01321,-12.108013,-7.9165616,-6.3852777,0.07041015625,1138.444716421777,0.3271862,spoof
-232.18407,107.64812,-11.706482,24.862299,-24.23017,-23.211035,-23.268385,-31.155146,-13.138997,-10.865951,-10.849307,-4.7710924,-6.646851,0.08708389945652174,1244.0250242753987,0.25201112,spoof
-242.40701,98.247375,3.2575998,19.143751,-19.884224,-23.471842,-28.705042,-32.071358,-13.812129,-11.919267,-9.532373,-3.7852879,-6.084275,0.16053799715909092,1624.2757023885592,0.29904708,spoof
-233.88211,97.91973,-14.797409,29.373827,-18.169031,-23.892857,-22.634104,-27.024096,-12.010666,-12.746694,-14.703615,-12.11328,-8.611339,0.1281425280448718,1472.7920115566822,0.2758632,spoof
-270.45215,105.98181,-2.1554859,1.5745531,-12.477457,-15.82428,-21.520338,-30.260763,-13.026816,-12.819031,-7.5753093,-4.4633613,-8.95574,0.14516244283536586,1620.735313411678,0.3087575,spoof
-219.11392,105.61715,-27.17806,34.83565,-23.27219,-29.54208,-27.194757,-29.551435,-9.767736,-13.112298,-7.705583,-5.8823285,-7.6416073,0.1084837682038835,1351.0410741047342,0.24733505,spoof
-297.09988,106.13195,-21.11731,16.211262,-17.517044,-18.328085,-22.296179,-29.8658,-8.993389,-10.952617,-12.466321,-10.093666,-8.192134,0.10511026503164557,1315.5377083117419,0.30083844,spoof
-266.38327,72.306755,0.4904238,46.88347,-15.313471,-27.331476,-26.628561,-22.318813,-13.005928,-17.951908,-10.13855,-4.7263894,-9.373064,0.11912899925595238,1594.542784532343,0.29931363,spoof
-251.53831,101.80677,-13.055509,32.824677,-18.08308,-30.436878,-26.571844,-28.086103,-13.33558,-14.617937,-10.866827,-7.4932985,-7.8923383,0.1331728980654762,1354.973912119667,0.28060207,spoof
-268.34946,102.47724,-16.621023,26.245281,-17.955027,-26.285978,-25.483694,-26.693167,-12.527647,-11.666334,-10.44068,-8.166584,-8.093674,0.11946953667534722,1428.6988052783647,0.30754578,spoof
-224.74213,87.3907,-32.742676,31.753813,-23.058645,-29.652208,-23.806719,-17.805492,-6.372377,-14.19306,-8.425889,-9.7028,-9.341916,0.14757449127906977,1672.1989812310453,0.26443878,spoof
-220.18968,97.52068,-9.736277,43.28348,-21.192215,-36.18456,-32.240868,-27.453411,-15.957928,-16.952555,-9.124638,-4.8904014,-6.782056,0.10992103494623656,1303.7933901617057,0.28596509,spoof
-239.81085,94.65078,-16.264196,32.254284,-17.32269,-28.45991,-28.253551,-24.046307,-9.262897,-14.348564,-11.384347,-7.0017476,-9.346696,0.14671774471507354,1585.2276094415972,0.30738163,spoof
-198.49414,119.309906,-35.025444,23.133253,-15.620036,-25.340002,-33.950924,-32.285496,-6.853798,-13.401827,-11.537651,-6.921389,-6.8249154,0.05542618189102564,1005.6343939328797,0.22949214,spoof
-231.60959,83.376,1.6455675,44.76208,-25.250984,-27.378393,-26.48092,-27.898993,-13.531103,-19.199482,-10.865282,-7.4667125,-11.173944,0.13838303257042253,1625.2113745804936,0.29012674,spoof
-276.834,76.35954,-5.186014,33.77876,-19.503021,-20.720795,-23.385218,-25.941704,-8.587862,-17.459919,-10.742304,-6.2572026,-10.7008705,0.14023289535984848,1741.7299214395532,0.30349955,spoof
-219.51968,104.79504,-14.06633,35.28002,-19.241898,-33.389465,-29.893095,-30.338587,-14.208987,-15.861527,-9.72563,-5.0757093,-7.0124083,0.13592430320945945,1429.5221691554366,0.273568,spoof
-258.84076,87.67828,1.2651155,36.527096,-20.027224,-28.665539,-26.820866,-28.103516,-15.183074,-16.631613,-9.93703,-6.8579507,-10.307381,0.1554503509963768,1618.4294208482506,0.26381502,spoof
-298.16788,86.19402,2.5297055,31.575281,-19.305338,-20.246893,-24.728195,-27.828087,-13.126874,-11.850997,-8.617152,-6.5052605,-7.626999,0.08894116950757576,1451.535254681951,0.33899307,spoof
-223.82257,113.5954,-4.9597964,31.679403,-21.982288,-29.12496,-26.019918,-31.678434,-16.4349,-15.1831875,-11.520111,-6.5001106,-7.2457952,0.11006733908582089,1272.9480530546168,0.27978835,spoof
-241.68906,141.29977,-48.15184,9.427989,-18.823038,-25.538465,-25.943703,-28.282757,-5.0565224,-16.464897,-8.795404,-6.0596576,-11.724284,0.06232766544117647,901.3339891579401,0.26434547,spoof
-223.00385,113.20027,-34.17254,34.724693,-26.614758,-26.109655,-22.356556,-29.245533,-9.203775,-15.994612,-8.743379,-13.437595,-8.5921,0.07450597426470588,1208.5354308070841,0.29112625,spoof
-260.58347,96.38024,-7.2126107,42.61933,-23.409382,-24.053905,-23.469276,-31.701628,-12.451877,-13.550428,-7.7056484,-10.741607,-5.8592362,0.11078239889705882,1395.3985523227082,0.30123574,spoof
-241.01147,91.2672,-8.808851,45.715332,-25.903639,-27.094402,-21.151045,-27.943512,-13.236554,-13.47337,-9.528981,-11.03683,-7.9792,0.09080244855182927,1398.2833209987555,0.30795902,spoof
-239.1632,103.91507,-16.088856,26.367357,-17.957151,-25.319387,-24.007221,-27.956678,-10.637421,-12.46885,-12.557392,-10.071165,-10.1854925,0.12332388070913461,1474.575596829306,0.27694374,spoof
-214.72665,112.830246,-18.70157,31.342066,-18.973513,-26.590155,-27.458342,-29.906118,-13.324584,-15.251052,-10.3499565,-8.973018,-8.583317,0.11285721628289473,1276.9026929140898,0.2834285,spoof
-223.58763,92.259315,-9.409682,3.2265658,-11.614064,-18.025127,-27.340275,-27.411366,-9.916174,-11.637002,-12.948165,-7.742935,-10.495951,0.2044289981617647,1894.8930096627994,0.27576277,spoof
-226.08408,104.07014,-5.7949343,22.650167,-20.873232,-21.429562,-27.879705,-34.731655,-14.943661,-12.743633,-9.564176,-7.087154,-6.5054846,0.1470760569852941,1545.5989777796733,0.27626196,spoof
-213.3881,112.866264,-20.055042,36.673927,-29.80235,-26.270796,-25.349829,-36.967216,-13.521226,-15.396043,-9.026633,-9.844328,-8.055712,0.08627041903409091,1222.0265833796711,0.2534597,spoof
-246.04755,87.18946,2.7327027,33.32247,-16.883932,-28.278275,-25.607904,-27.642735,-16.542963,-13.473419,-11.453359,-7.818657,-7.8646493,0.16705575073964496,1680.2496729011605,0.28700307,spoof
-210.86351,88.85992,-0.5726713,44.763103,-24.626604,-30.33029,-24.668024,-29.234398,-15.551518,-15.9043665,-12.321513,-9.197268,-7.703932,0.15355849847560976,1604.507842122852,0.26921082,spoof
-229.66829,86.837036,3.560088,15.961789,-12.02919,-20.13075,-26.859634,-29.480545,-13.703511,-13.20137,-12.207396,-5.7660403,-4.3737288,0.1949947296626984,1768.4139491268454,0.3144664,spoof
-252.07227,97.32549,0.30938542,19.686974,-14.546255,-21.627907,-26.873272,-31.956593,-15.635021,-15.54049,-9.396015,-3.325128,-6.801941,0.18389322916666667,1797.329165222931,0.32317057,spoof
-249.55461,85.25987,-9.747137,7.421113,-7.3268256,-20.486061,-33.4522,-25.378288,-7.603379,-12.109237,-8.848817,-2.4644735,-4.128585,0.19508713942307693,1947.6101714366591,0.29525068,spoof
-234.26398,100.95113,-9.711694,33.05398,-17.27151,-27.610752,-29.07034,-31.44191,-13.42534,-13.8439455,-9.872682,-7.724306,-7.4959583,0.12146189856150794,1385.0771095945238,0.32305545,spoof
-237.55789,88.223335,-12.5589,19.661646,-26.1511,-19.638609,-22.324875,-27.716578,-8.594584,-12.804839,-9.614588,-7.3703613,-7.2780704,0.17552869073275862,1852.9467947698895,0.30589542,spoof
-241.12288,93.34273,4.540262,40.98094,-21.584492,-26.339201,-26.026934,-34.71727,-17.63815,-15.422157,-13.778647,-7.8486934,-7.4541254,0.1118435329861111,1350.6283142749705,0.26589328,spoof
-217.67065,102.383415,-3.796237,23.171108,-16.222,-26.965681,-29.806005,-31.97053,-15.312577,-14.114846,-10.27499,-3.969316,-7.306364,0.16552567155393835,1556.1843789716245,0.27934313,spoof
-223.60263,103.89539,-7.763631,34.12993,-24.581175,-27.770893,-26.50936,-31.47342,-15.589983,-16.347101,-11.076998,-8.114223,-6.0361643,0.11561629795792079,1334.3120811755412,0.2735433,spoof
-311.969,76.43484,-11.133599,19.477985,-17.510372,-16.606567,-22.549503,-26.1748,-5.2056093,-11.614802,-10.7455635,-9.179396,-7.8112144,0.15838623046875,1845.1563914781639,0.3141872,spoof
-236.36502,97.12517,2.7798944,46.45391,-26.164825,-28.592236,-23.631968,-34.148663,-16.742027,-16.482525,-11.941507,-8.898363,-7.5765076,0.12728634396114866,1426.9876150799462,0.2889,spoof
-240.13329,103.854385,-11.499795,24.550913,-25.640953,-18.225368,-20.815378,-36.9226,-14.586447,-14.400341,-10.862663,-11.663916,-9.362096,0.1260301543445122,1456.3087608328012,0.28672463,spoof
-236.16658,101.23645,-19.242893,30.767508,-20.731724,-26.710564,-29.392954,-31.136719,-10.722412,-15.119681,-8.022781,-3.057468,-5.5953526,0.1243063668224299,1409.2586687350502,0.3019,spoof
-248.48477,105.39276,-10.940314,32.436806,-20.65418,-29.772942,-31.496855,-31.94407,-14.903055,-12.468151,-7.9341397,-5.151108,-2.6409273,0.10966513813405797,1248.89120154141,0.30877915,spoof
-213.98569,108.07255,-17.099997,35.610447,-26.26884,-28.683588,-26.518978,-29.863714,-11.8891,-13.683404,-12.34028,-11.330408,-6.361992,0.10187251984126984,1245.650481839838,0.2710538,spoof
-278.29684,91.33565,-6.174637,24.606094,-14.866424,-20.567963,-23.669437,-29.439846,-13.384064,-12.454535,-10.590375,-9.436635,-7.65925,0.11023833786231885,1430.305907917423,0.30248633,spoof
-237.2925,91.64784,-3.8195794,53.645763,-30.160395,-23.618149,-21.953163,-35.45451,-17.269678,-17.638153,-10.411725,-12.268163,-7.8708506,0.09124904725609756,1288.8249052674173,0.24962538,spoof
-231.84402,100.50101,-8.983416,11.5655155,-12.345395,-24.844069,-29.442503,-29.04407,-12.543203,-12.864592,-13.432685,-5.6542788,-8.03092,0.1807704207920792,1645.075413521351,0.28173405,spoof
-251.26765,79.17943,-19.94693,35.23328,-17.625214,-30.47354,-28.192562,-20.377542,-9.287307,-15.197923,-6.7898607,-7.0365615,-7.105906,0.16535832331730768,1770.4764782621396,0.32066026,spoof
-237.32912,133.61371,-23.33117,30.171152,-24.766323,-26.73841,-24.964817,-39.46578,-12.939504,-14.203844,-8.465408,-9.252702,-10.132211,0.06814618177816902,910.81489576177,0.24655718,spoof
-229.8425,89.315285,4.468285,19.82165,-15.045613,-24.648455,-29.774649,-30.969088,-15.228193,-13.392842,-12.626334,-4.5752773,-6.74882,0.19559244791666666,1815.9918246725738,0.2896808,spoof
-245.16158,105.5626,-9.005112,20.229866,-18.82962,-21.215752,-26.597363,-32.051395,-11.374835,-13.454012,-11.029696,-5.7173486,-8.864649,0.13800647212009803,1484.8832208798872,0.29603815,spoof
-244.05867,105.04582,-5.6633663,42.785015,-23.254286,-31.302471,-26.711655,-33.107452,-15.567961,-15.676852,-11.0084305,-8.088814,-7.7331123,0.10242020456414473,1268.4731208322953,0.26213652,spoof
-211.95706,103.94423,-10.978859,27.573122,-17.005358,-29.437132,-30.98135,-29.244595,-13.217058,-14.057676,-11.514192,-5.5035543,-6.980572,0.13963407628676472,1470.9007451946836,0.2924314,spoof
-215.6265,105.40655,-19.625196,29.981632,-18.777763,-29.325987,-29.116337,-27.50372,-11.810118,-17.423632,-10.373222,-7.6662273,-8.012309,0.11952944155092593,1328.930222796578,0.28601786,spoof
-228.89748,104.98484,-15.60581,14.79977,-19.900665,-24.41079,-25.75007,-29.204979,-11.627436,-10.561971,-10.421011,-5.8097124,-9.068234,0.16115951538085938,1630.9755725102336,0.30484244,spoof
-272.67355,82.70674,-20.06825,27.571754,-15.558979,-30.039734,-24.467522,-17.226038,-6.522669,-10.991974,-6.2857375,-4.4373064,-6.1769867,0.12491122159090909,1606.7612164333275,0.31509084,spoof
-237.5773,91.896454,12.333222,41.004654,-17.878937,-29.147919,-31.481665,-33.053738,-18.476473,-18.244606,-14.065861,-7.1561613,-5.435241,0.13567708333333334,1386.976830408721,0.28563583,spoof
-220.859,91.18159,-10.853379,27.894201,-20.351456,-24.712635,-28.241873,-28.25009,-10.705497,-15.433045,-10.46596,-6.557429,-8.963038,0.15252792626096492,1673.9075402263488,0.27928355,spoof
